State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
Colorado,2018,G,ADAMS,4253001245,397,27,424,290,68.40%
Colorado,2018,G,ADAMS,4255601241,43,7,50,30,60.00%
Colorado,2018,G,ADAMS,4255601246,1183,165,1348,866,64.24%
Colorado,2018,G,ADAMS,4255601247,969,71,1040,776,74.62%
Colorado,2018,G,ADAMS,4255601248,970,119,1089,686,62.99%
Colorado,2018,G,ADAMS,4255601249,355,45,400,263,65.75%
Colorado,2018,G,ADAMS,4255601251,1045,140,1185,761,64.22%
Colorado,2018,G,ADAMS,6243101150,1589,115,1704,1253,73.53%
Colorado,2018,G,ADAMS,6243101151,1396,163,1559,1050,67.35%
Colorado,2018,G,ADAMS,6243101159,1745,73,1818,1388,76.35%
Colorado,2018,G,ADAMS,6243401075,616,85,701,445,63.48%
Colorado,2018,G,ADAMS,6243401076,1216,111,1327,938,70.69%
Colorado,2018,G,ADAMS,6243401077,825,72,897,671,74.80%
Colorado,2018,G,ADAMS,6243401252,1324,101,1425,1075,75.44%
Colorado,2018,G,ADAMS,6245601071,832,87,919,639,69.53%
Colorado,2018,G,ADAMS,6245601072,456,15,471,357,75.80%
Colorado,2018,G,ADAMS,6245601073,1617,70,1687,1335,79.13%
Colorado,2018,G,ADAMS,6245601074,1077,77,1154,871,75.48%
Colorado,2018,G,ADAMS,6245601160,372,11,383,311,81.20%
Colorado,2018,G,ADAMS,6253001152,1143,125,1268,853,67.27%
Colorado,2018,G,ADAMS,6253001153,814,79,893,616,68.98%
Colorado,2018,G,ADAMS,6253001154,58,2,60,42,70.00%
Colorado,2018,G,ADAMS,6253001155,361,36,397,282,71.03%
Colorado,2018,G,ADAMS,6253001156,570,25,595,449,75.46%
Colorado,2018,G,ADAMS,6253001157,903,98,1001,709,70.83%
Colorado,2018,G,ADAMS,6253001226,210,19,229,147,64.19%
Colorado,2018,G,ADAMS,6253001229,1396,545,1941,628,32.35%
Colorado,2018,G,ADAMS,6253001230,1655,297,1952,1044,53.48%
Colorado,2018,G,ADAMS,6253001231,1643,363,2006,1026,51.15%
Colorado,2018,G,ADAMS,6253001232,1799,544,2343,953,40.67%
Colorado,2018,G,ADAMS,6253001233,1402,194,1596,901,56.45%
Colorado,2018,G,ADAMS,6253001234,1163,211,1374,689,50.15%
Colorado,2018,G,ADAMS,6253001235,774,190,964,365,37.86%
Colorado,2018,G,ADAMS,6253001236,1277,197,1474,800,54.27%
Colorado,2018,G,ADAMS,6253001237,1104,210,1314,551,41.93%
Colorado,2018,G,ADAMS,6253001238,1205,162,1367,768,56.18%
Colorado,2018,G,ADAMS,6253001239,1043,159,1202,706,58.74%
Colorado,2018,G,ADAMS,6253001240,1771,254,2025,1206,59.56%
Colorado,2018,G,ADAMS,6253001242,440,60,500,336,67.20%
Colorado,2018,G,ADAMS,6253001243,935,61,996,749,75.20%
Colorado,2018,G,ADAMS,6253001253,593,178,771,306,39.69%
Colorado,2018,G,ADAMS,6253101158,892,99,991,643,64.88%
Colorado,2018,G,ADAMS,6255601161,150,9,159,107,67.30%
Colorado,2018,G,ADAMS,6255601162,959,44,1003,822,81.95%
Colorado,2018,G,ADAMS,6255601163,562,27,589,456,77.42%
Colorado,2018,G,ADAMS,6255601164,447,20,467,382,81.80%
Colorado,2018,G,ADAMS,6255601165,1519,54,1573,1416,90.02%
Colorado,2018,G,ADAMS,6255601166,491,28,519,411,79.19%
Colorado,2018,G,ADAMS,6255601167,573,31,604,479,79.30%
Colorado,2018,G,ADAMS,6255601168,627,14,641,472,73.63%
Colorado,2018,G,ADAMS,6255601169,512,33,545,395,72.48%
Colorado,2018,G,ADAMS,6255601170,1391,213,1604,863,53.80%
Colorado,2018,G,ADAMS,6255601171,1428,123,1551,984,63.44%
Colorado,2018,G,ADAMS,6255601172,246,58,304,157,51.64%
Colorado,2018,G,ADAMS,6255601173,89,9,98,73,74.49%
Colorado,2018,G,ADAMS,6255601174,460,42,502,365,72.71%
Colorado,2018,G,ADAMS,6255601175,1272,186,1458,969,66.46%
Colorado,2018,G,ADAMS,6255601176,495,71,566,373,65.90%
Colorado,2018,G,ADAMS,6255601177,198,0,198,142,71.72%
Colorado,2018,G,ADAMS,6255601178,1,0,1,0,0.00%
Colorado,2018,G,ADAMS,6255601179,0,0,0,0,0.00%
Colorado,2018,G,ADAMS,6255601180,941,86,1027,712,69.33%
Colorado,2018,G,ADAMS,6255601181,1286,183,1469,905,61.61%
Colorado,2018,G,ADAMS,6255601182,777,97,874,551,63.04%
Colorado,2018,G,ADAMS,6255601183,280,28,308,202,65.58%
Colorado,2018,G,ADAMS,6255601184,285,36,321,201,62.62%
Colorado,2018,G,ADAMS,6255601185,568,53,621,459,73.91%
Colorado,2018,G,ADAMS,6255601186,1341,136,1477,933,63.17%
Colorado,2018,G,ADAMS,6255601187,1090,193,1283,760,59.24%
Colorado,2018,G,ADAMS,6255601188,841,85,926,674,72.79%
Colorado,2018,G,ADAMS,6255601189,799,57,856,650,75.93%
Colorado,2018,G,ADAMS,6255601190,1233,126,1359,902,66.37%
Colorado,2018,G,ADAMS,6255601191,1465,211,1676,984,58.71%
Colorado,2018,G,ADAMS,6255601192,905,150,1055,603,57.16%
Colorado,2018,G,ADAMS,6255601193,1204,205,1409,776,55.07%
Colorado,2018,G,ADAMS,6255601194,398,73,471,310,65.82%
Colorado,2018,G,ADAMS,6255601195,484,32,516,399,77.33%
Colorado,2018,G,ADAMS,6255601196,105,51,156,51,32.69%
Colorado,2018,G,ADAMS,6255601197,228,24,252,147,58.33%
Colorado,2018,G,ADAMS,6255601198,656,48,704,529,75.14%
Colorado,2018,G,ADAMS,6255601227,357,17,374,299,79.95%
Colorado,2018,G,ADAMS,6255601228,926,69,995,756,75.98%
Colorado,2018,G,ADAMS,6255601244,837,49,886,707,79.80%
Colorado,2018,G,ADAMS,7213001130,275,40,315,204,64.76%
Colorado,2018,G,ADAMS,7213001140,628,80,708,427,60.31%
Colorado,2018,G,ADAMS,7213001141,1019,145,1164,681,58.51%
Colorado,2018,G,ADAMS,7213001199,752,102,854,539,63.11%
Colorado,2018,G,ADAMS,7213001200,130,6,136,105,77.21%
Colorado,2018,G,ADAMS,7213001201,275,30,305,210,68.85%
Colorado,2018,G,ADAMS,7213001202,510,35,545,372,68.26%
Colorado,2018,G,ADAMS,7213001203,495,45,540,407,75.37%
Colorado,2018,G,ADAMS,7213001204,704,101,805,490,60.87%
Colorado,2018,G,ADAMS,7213001205,1335,130,1465,962,65.67%
Colorado,2018,G,ADAMS,7213001206,1343,113,1456,930,63.87%
Colorado,2018,G,ADAMS,7213001207,681,88,769,511,66.45%
Colorado,2018,G,ADAMS,7213001210,1558,143,1701,1089,64.02%
Colorado,2018,G,ADAMS,7213001211,438,65,503,298,59.24%
Colorado,2018,G,ADAMS,7213001212,569,19,588,444,75.51%
Colorado,2018,G,ADAMS,7213001213,676,40,716,501,69.97%
Colorado,2018,G,ADAMS,7213001214,1038,147,1185,758,63.97%
Colorado,2018,G,ADAMS,7213001215,1213,198,1411,877,62.15%
Colorado,2018,G,ADAMS,7213001225,218,15,233,173,74.25%
Colorado,2018,G,ADAMS,7213101117,1701,173,1874,1038,55.39%
Colorado,2018,G,ADAMS,7213101118,1019,140,1159,615,53.06%
Colorado,2018,G,ADAMS,7213201001,1499,312,1811,894,49.36%
Colorado,2018,G,ADAMS,7213201002,1594,205,1799,1079,59.98%
Colorado,2018,G,ADAMS,7213201003,1613,92,1705,604,35.43%
Colorado,2018,G,ADAMS,7213201004,925,140,1065,561,52.68%
Colorado,2018,G,ADAMS,7213201005,1585,191,1776,1003,56.48%
Colorado,2018,G,ADAMS,7213201006,1105,175,1280,619,48.36%
Colorado,2018,G,ADAMS,7213201007,1310,153,1463,872,59.60%
Colorado,2018,G,ADAMS,7213201008,1034,93,1127,690,61.22%
Colorado,2018,G,ADAMS,7213201009,906,110,1016,676,66.54%
Colorado,2018,G,ADAMS,7213201021,1486,244,1730,883,51.04%
Colorado,2018,G,ADAMS,7213201022,1441,135,1576,1498,95.05%
Colorado,2018,G,ADAMS,7213201023,1047,148,1195,647,54.14%
Colorado,2018,G,ADAMS,7213201119,1314,267,1581,753,47.63%
Colorado,2018,G,ADAMS,7213201120,1284,168,1452,780,53.72%
Colorado,2018,G,ADAMS,7213201121,1150,163,1313,717,54.61%
Colorado,2018,G,ADAMS,7213201122,761,104,865,480,55.49%
Colorado,2018,G,ADAMS,7213201123,1464,253,1717,729,42.46%
Colorado,2018,G,ADAMS,7213201124,1450,222,1672,781,46.71%
Colorado,2018,G,ADAMS,7213201125,964,149,1113,548,49.24%
Colorado,2018,G,ADAMS,7213201126,1663,191,1854,903,48.71%
Colorado,2018,G,ADAMS,7213201127,1076,145,1221,564,46.19%
Colorado,2018,G,ADAMS,7213201128,1692,201,1893,867,45.80%
Colorado,2018,G,ADAMS,7213201129,1474,218,1692,776,45.86%
Colorado,2018,G,ADAMS,7213201208,595,75,670,360,53.73%
Colorado,2018,G,ADAMS,7213201209,787,109,896,499,55.69%
Colorado,2018,G,ADAMS,7213201216,1601,224,1825,1028,56.33%
Colorado,2018,G,ADAMS,7213201217,930,130,1060,624,58.87%
Colorado,2018,G,ADAMS,7213201218,774,112,886,568,64.11%
Colorado,2018,G,ADAMS,7213201219,309,45,354,219,61.86%
Colorado,2018,G,ADAMS,7213201220,0,0,0,0,0.00%
Colorado,2018,G,ADAMS,7213201221,496,68,564,376,66.67%
Colorado,2018,G,ADAMS,7213201222,76,0,76,57,75.00%
Colorado,2018,G,ADAMS,7213201223,0,0,0,0,0.00%
Colorado,2018,G,ADAMS,7213201224,41,6,47,26,55.32%
Colorado,2018,G,ADAMS,7213201254,853,180,1033,471,45.60%
Colorado,2018,G,ADAMS,7213201255,722,87,809,371,45.86%
Colorado,2018,G,ADAMS,7213401027,734,291,1025,367,35.80%
Colorado,2018,G,ADAMS,7213401030,1044,187,1231,612,49.72%
Colorado,2018,G,ADAMS,7213401035,1137,209,1346,542,40.27%
Colorado,2018,G,ADAMS,7213401036,837,76,913,655,71.74%
Colorado,2018,G,ADAMS,7213401042,1007,246,1253,638,50.92%
Colorado,2018,G,ADAMS,7213501010,1395,297,1692,878,51.89%
Colorado,2018,G,ADAMS,7213501011,1651,234,1885,1049,55.65%
Colorado,2018,G,ADAMS,7213501012,1196,141,1337,826,61.78%
Colorado,2018,G,ADAMS,7213501013,1699,269,1968,1112,56.50%
Colorado,2018,G,ADAMS,7213501014,1140,126,1266,790,62.40%
Colorado,2018,G,ADAMS,7213501015,1320,435,1755,744,42.39%
Colorado,2018,G,ADAMS,7213501016,1165,125,1290,847,65.66%
Colorado,2018,G,ADAMS,7213501017,1027,118,1145,716,62.53%
Colorado,2018,G,ADAMS,7213501018,1100,162,1262,682,54.04%
Colorado,2018,G,ADAMS,7213501019,765,113,878,512,58.31%
Colorado,2018,G,ADAMS,7213501020,1267,231,1498,724,48.33%
Colorado,2018,G,ADAMS,7213501024,1316,139,1455,857,58.90%
Colorado,2018,G,ADAMS,7213501025,1321,166,1487,835,56.15%
Colorado,2018,G,ADAMS,7213501026,1635,313,1948,1057,54.26%
Colorado,2018,G,ADAMS,7243101078,575,72,647,434,67.08%
Colorado,2018,G,ADAMS,7243101079,850,52,902,676,74.94%
Colorado,2018,G,ADAMS,7243101085,1180,89,1269,916,72.18%
Colorado,2018,G,ADAMS,7243101086,1094,71,1165,860,73.82%
Colorado,2018,G,ADAMS,7243101088,1328,107,1435,1091,76.03%
Colorado,2018,G,ADAMS,7243101089,1232,302,1534,897,58.47%
Colorado,2018,G,ADAMS,7243101093,1413,258,1671,934,55.89%
Colorado,2018,G,ADAMS,7243101094,1317,136,1453,927,63.80%
Colorado,2018,G,ADAMS,7243101097,1177,96,1273,828,65.04%
Colorado,2018,G,ADAMS,7243101105,188,78,266,96,36.09%
Colorado,2018,G,ADAMS,7243101134,1464,213,1677,968,57.72%
Colorado,2018,G,ADAMS,7243101135,1504,180,1684,1021,60.63%
Colorado,2018,G,ADAMS,7243101136,1081,113,1194,799,66.92%
Colorado,2018,G,ADAMS,7243101137,1500,128,1628,1104,67.81%
Colorado,2018,G,ADAMS,7243101145,1493,155,1648,1055,64.02%
Colorado,2018,G,ADAMS,7243101146,1146,275,1421,774,54.47%
Colorado,2018,G,ADAMS,7243101147,1673,203,1876,1137,60.61%
Colorado,2018,G,ADAMS,7243101149,1153,81,1234,892,72.29%
Colorado,2018,G,ADAMS,7243401037,974,146,1120,502,44.82%
Colorado,2018,G,ADAMS,7243401038,1521,220,1741,949,54.51%
Colorado,2018,G,ADAMS,7243401039,1036,98,1134,727,64.11%
Colorado,2018,G,ADAMS,7243401040,1120,135,1255,752,59.92%
Colorado,2018,G,ADAMS,7243401041,1080,194,1274,714,56.04%
Colorado,2018,G,ADAMS,7243401051,1540,184,1724,1108,64.27%
Colorado,2018,G,ADAMS,7243401052,1696,416,2112,1091,51.66%
Colorado,2018,G,ADAMS,7243401053,1186,81,1267,939,74.11%
Colorado,2018,G,ADAMS,7243401080,1045,84,1129,841,74.49%
Colorado,2018,G,ADAMS,7243401081,1052,98,1150,790,68.70%
Colorado,2018,G,ADAMS,7243401082,963,86,1049,784,74.74%
Colorado,2018,G,ADAMS,7243401083,1168,174,1342,860,64.08%
Colorado,2018,G,ADAMS,7243401084,715,65,780,563,72.18%
Colorado,2018,G,ADAMS,7243401087,1216,466,1682,753,44.77%
Colorado,2018,G,ADAMS,7243401090,1299,436,1735,725,41.79%
Colorado,2018,G,ADAMS,7243401091,1267,299,1566,677,43.23%
Colorado,2018,G,ADAMS,7243401092,1413,163,1576,992,62.94%
Colorado,2018,G,ADAMS,7243401095,1310,134,1444,905,62.67%
Colorado,2018,G,ADAMS,7243401096,1134,92,1226,777,63.38%
Colorado,2018,G,ADAMS,7243401098,1122,102,1224,815,66.58%
Colorado,2018,G,ADAMS,7243401099,833,90,923,577,62.51%
Colorado,2018,G,ADAMS,7243401100,1336,225,1561,874,55.99%
Colorado,2018,G,ADAMS,7243401101,1233,214,1447,844,58.33%
Colorado,2018,G,ADAMS,7243401102,1202,102,1304,841,64.49%
Colorado,2018,G,ADAMS,7243401103,559,240,799,336,42.05%
Colorado,2018,G,ADAMS,7243401104,1066,129,1195,739,61.84%
Colorado,2018,G,ADAMS,7243501031,1376,175,1551,977,62.99%
Colorado,2018,G,ADAMS,7243501032,1132,125,1257,786,62.53%
Colorado,2018,G,ADAMS,7243501033,1528,235,1763,1111,63.02%
Colorado,2018,G,ADAMS,7243501034,1236,134,1370,878,64.09%
Colorado,2018,G,ADAMS,7243501043,1003,55,1058,870,82.23%
Colorado,2018,G,ADAMS,7243501044,1025,197,1222,759,62.11%
Colorado,2018,G,ADAMS,7243501045,754,49,803,617,76.84%
Colorado,2018,G,ADAMS,7243501046,751,42,793,645,81.34%
Colorado,2018,G,ADAMS,7243501047,1116,87,1203,966,80.30%
Colorado,2018,G,ADAMS,7243501048,882,54,936,775,82.80%
Colorado,2018,G,ADAMS,7243501049,1130,131,1261,908,72.01%
Colorado,2018,G,ADAMS,7243501050,967,150,1117,765,68.49%
Colorado,2018,G,ADAMS,7243501054,883,70,953,690,72.40%
Colorado,2018,G,ADAMS,7243501055,830,123,953,672,70.51%
Colorado,2018,G,ADAMS,7243501056,1345,103,1448,1103,76.17%
Colorado,2018,G,ADAMS,7243501057,968,93,1061,780,73.52%
Colorado,2018,G,ADAMS,7243501058,1153,191,1344,916,68.15%
Colorado,2018,G,ADAMS,7243501059,1089,82,1171,915,78.14%
Colorado,2018,G,ADAMS,7243501060,1067,221,1288,853,66.23%
Colorado,2018,G,ADAMS,7243501061,1356,301,1657,1017,61.38%
Colorado,2018,G,ADAMS,7243501062,1007,74,1081,812,75.12%
Colorado,2018,G,ADAMS,7243501063,1138,82,1220,930,76.23%
Colorado,2018,G,ADAMS,7243501064,1448,429,1877,960,51.15%
Colorado,2018,G,ADAMS,7243501065,1054,82,1136,857,75.44%
Colorado,2018,G,ADAMS,7243501066,376,73,449,204,45.43%
Colorado,2018,G,ADAMS,7243501067,619,91,710,457,64.37%
Colorado,2018,G,ADAMS,7243501068,1257,167,1424,972,68.26%
Colorado,2018,G,ADAMS,7243501069,1289,233,1522,964,63.34%
Colorado,2018,G,ADAMS,7243501070,963,83,1046,791,75.62%
Colorado,2018,G,ADAMS,7253001131,806,109,915,404,44.15%
Colorado,2018,G,ADAMS,7253001132,1360,162,1522,832,54.66%
Colorado,2018,G,ADAMS,7253001138,831,95,926,601,64.90%
Colorado,2018,G,ADAMS,7253001139,225,19,244,168,68.85%
Colorado,2018,G,ADAMS,7253001142,965,84,1049,750,71.50%
Colorado,2018,G,ADAMS,7253001143,888,82,970,620,63.92%
Colorado,2018,G,ADAMS,7253001144,1448,167,1615,1003,62.11%
Colorado,2018,G,ADAMS,7253001148,938,139,1077,678,62.95%
Colorado,2018,G,ADAMS,7253101106,1696,362,2058,1074,52.19%
Colorado,2018,G,ADAMS,7253101107,1365,142,1507,895,59.39%
Colorado,2018,G,ADAMS,7253101108,1402,249,1651,882,53.42%
Colorado,2018,G,ADAMS,7253101109,1272,132,1404,858,61.11%
Colorado,2018,G,ADAMS,7253101110,964,97,1061,602,56.74%
Colorado,2018,G,ADAMS,7253101111,1173,143,1316,725,55.09%
Colorado,2018,G,ADAMS,7253101112,1100,133,1233,679,55.07%
Colorado,2018,G,ADAMS,7253101113,1273,137,1410,811,57.52%
Colorado,2018,G,ADAMS,7253101114,995,205,1200,616,51.33%
Colorado,2018,G,ADAMS,7253101115,1160,161,1321,683,51.70%
Colorado,2018,G,ADAMS,7253101116,709,147,856,400,46.73%
Colorado,2018,G,ADAMS,7253101133,1367,153,1520,882,58.03%
Colorado,2018,G,ADAMS,7253101250,795,558,1353,347,25.65%
Colorado,2018,G,ADAMS,7253401028,926,222,1148,577,50.26%
Colorado,2018,G,ADAMS,7253401029,1391,311,1702,749,44.01%
Colorado,2018,G,ALAMOSA,3356202001,771,184,955,564,59.06%
Colorado,2018,G,ALAMOSA,3356202002,814,345,1159,543,46.85%
Colorado,2018,G,ALAMOSA,3356202003,1548,272,1820,1158,63.63%
Colorado,2018,G,ALAMOSA,3356202004,1656,190,1846,1218,65.98%
Colorado,2018,G,ALAMOSA,3356202005,703,91,794,536,67.51%
Colorado,2018,G,ALAMOSA,3356202006,922,204,1126,599,53.20%
Colorado,2018,G,ALAMOSA,3356202007,1581,330,1911,987,51.65%
Colorado,2018,G,ALAMOSA,3356202008,753,54,807,594,73.61%
Colorado,2018,G,ARAPAHOE,1260303101,1245,193,1438,786,54.66%
Colorado,2018,G,ARAPAHOE,1260303102,1200,298,1498,739,49.33%
Colorado,2018,G,ARAPAHOE,1260303103,708,120,828,434,52.42%
Colorado,2018,G,ARAPAHOE,1260303104,678,87,765,402,52.55%
Colorado,2018,G,ARAPAHOE,1260303105,1257,195,1452,905,62.33%
Colorado,2018,G,ARAPAHOE,1260303106,560,204,764,399,52.23%
Colorado,2018,G,ARAPAHOE,1260303107,881,153,1034,663,64.12%
Colorado,2018,G,ARAPAHOE,1260303108,734,67,801,613,76.53%
Colorado,2018,G,ARAPAHOE,1260303109,667,60,727,565,77.72%
Colorado,2018,G,ARAPAHOE,1260303110,516,24,540,447,82.78%
Colorado,2018,G,ARAPAHOE,1260303111,1277,299,1576,902,57.23%
Colorado,2018,G,ARAPAHOE,1260303112,915,113,1028,711,69.16%
Colorado,2018,G,ARAPAHOE,1260303113,645,68,713,559,78.40%
Colorado,2018,G,ARAPAHOE,1260303114,861,359,1220,621,50.90%
Colorado,2018,G,ARAPAHOE,1260303115,1066,194,1260,769,61.03%
Colorado,2018,G,ARAPAHOE,1260303116,1248,197,1445,882,61.04%
Colorado,2018,G,ARAPAHOE,1260303117,1164,299,1463,764,52.22%
Colorado,2018,G,ARAPAHOE,1260303118,826,120,946,640,67.65%
Colorado,2018,G,ARAPAHOE,1260303119,838,73,911,563,61.80%
Colorado,2018,G,ARAPAHOE,1260303120,737,89,826,540,65.38%
Colorado,2018,G,ARAPAHOE,1260303121,579,66,645,454,70.39%
Colorado,2018,G,ARAPAHOE,1260303122,769,78,847,542,63.99%
Colorado,2018,G,ARAPAHOE,1260303123,909,124,1033,704,68.15%
Colorado,2018,G,ARAPAHOE,1260303124,1091,232,1323,792,59.86%
Colorado,2018,G,ARAPAHOE,1260303125,586,253,839,344,41.00%
Colorado,2018,G,ARAPAHOE,1260303129,628,66,694,483,69.60%
Colorado,2018,G,ARAPAHOE,1260303130,979,122,1101,762,69.21%
Colorado,2018,G,ARAPAHOE,1260303131,1036,63,1099,853,77.62%
Colorado,2018,G,ARAPAHOE,1260303132,1070,71,1141,901,78.97%
Colorado,2018,G,ARAPAHOE,1260303133,999,75,1074,827,77.00%
Colorado,2018,G,ARAPAHOE,1260303134,567,32,599,482,80.47%
Colorado,2018,G,ARAPAHOE,1260303135,390,18,408,338,82.84%
Colorado,2018,G,ARAPAHOE,1260303136,850,36,886,763,86.12%
Colorado,2018,G,ARAPAHOE,1260303140,443,50,493,337,68.36%
Colorado,2018,G,ARAPAHOE,1263803141,483,8,491,422,85.95%
Colorado,2018,G,ARAPAHOE,1310903137,908,61,969,765,78.95%
Colorado,2018,G,ARAPAHOE,1310903138,411,38,449,343,76.39%
Colorado,2018,G,ARAPAHOE,1310903139,687,67,754,559,74.14%
Colorado,2018,G,ARAPAHOE,1310903230,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,1310903402,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,1310903475,28,0,28,21,75.00%
Colorado,2018,G,ARAPAHOE,1310903501,1270,440,1710,902,52.75%
Colorado,2018,G,ARAPAHOE,1310903502,1237,503,1740,791,45.46%
Colorado,2018,G,ARAPAHOE,4283603348,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,4283603350,9,0,9,0,0.00%
Colorado,2018,G,ARAPAHOE,4293603358,38,22,60,32,53.33%
Colorado,2018,G,ARAPAHOE,4293603361,2,0,2,0,0.00%
Colorado,2018,G,ARAPAHOE,4295603357,2,0,2,0,0.00%
Colorado,2018,G,ARAPAHOE,4295603359,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,4295603362,1136,102,1238,881,71.16%
Colorado,2018,G,ARAPAHOE,4295603363,1156,122,1278,818,64.01%
Colorado,2018,G,ARAPAHOE,4295603364,1345,179,1524,969,63.58%
Colorado,2018,G,ARAPAHOE,4295603365,655,80,735,484,65.85%
Colorado,2018,G,ARAPAHOE,4295603366,891,88,979,730,74.57%
Colorado,2018,G,ARAPAHOE,6260303126,651,279,930,346,37.20%
Colorado,2018,G,ARAPAHOE,6260303127,123,30,153,82,53.59%
Colorado,2018,G,ARAPAHOE,6260303128,437,38,475,322,67.79%
Colorado,2018,G,ARAPAHOE,6260303143,765,171,936,569,60.79%
Colorado,2018,G,ARAPAHOE,6260303153,1312,348,1660,939,56.57%
Colorado,2018,G,ARAPAHOE,6260303161,747,115,862,576,66.82%
Colorado,2018,G,ARAPAHOE,6260303162,828,215,1043,570,54.65%
Colorado,2018,G,ARAPAHOE,6260303201,395,24,419,336,80.19%
Colorado,2018,G,ARAPAHOE,6260303202,369,12,381,305,80.05%
Colorado,2018,G,ARAPAHOE,6260303203,766,50,816,660,80.88%
Colorado,2018,G,ARAPAHOE,6260303204,1617,82,1699,1380,81.22%
Colorado,2018,G,ARAPAHOE,6260303229,1189,101,1290,1007,78.06%
Colorado,2018,G,ARAPAHOE,6260303231,1080,385,1465,761,51.95%
Colorado,2018,G,ARAPAHOE,6260303232,1476,322,1798,1130,62.85%
Colorado,2018,G,ARAPAHOE,6260303234,1254,241,1495,987,66.02%
Colorado,2018,G,ARAPAHOE,6260303249,828,58,886,732,82.62%
Colorado,2018,G,ARAPAHOE,6260303253,1592,138,1730,1278,73.87%
Colorado,2018,G,ARAPAHOE,6260303254,437,25,462,362,78.35%
Colorado,2018,G,ARAPAHOE,6260303256,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,6263803142,888,69,957,744,77.74%
Colorado,2018,G,ARAPAHOE,6263803144,791,43,834,649,77.82%
Colorado,2018,G,ARAPAHOE,6263803145,685,94,779,508,65.21%
Colorado,2018,G,ARAPAHOE,6263803146,809,34,843,709,84.10%
Colorado,2018,G,ARAPAHOE,6263803147,870,98,968,732,75.62%
Colorado,2018,G,ARAPAHOE,6263803148,583,30,613,507,82.71%
Colorado,2018,G,ARAPAHOE,6263803149,1226,51,1277,1077,84.34%
Colorado,2018,G,ARAPAHOE,6263803150,1226,228,1454,945,64.99%
Colorado,2018,G,ARAPAHOE,6263803151,834,250,1084,592,54.61%
Colorado,2018,G,ARAPAHOE,6263803152,842,90,932,696,74.68%
Colorado,2018,G,ARAPAHOE,6263803154,1081,165,1246,843,67.66%
Colorado,2018,G,ARAPAHOE,6263803155,1226,84,1310,1046,79.85%
Colorado,2018,G,ARAPAHOE,6263803156,471,17,488,414,84.84%
Colorado,2018,G,ARAPAHOE,6263803157,677,34,711,587,82.56%
Colorado,2018,G,ARAPAHOE,6263803158,863,115,978,681,69.63%
Colorado,2018,G,ARAPAHOE,6263803159,765,118,883,597,67.61%
Colorado,2018,G,ARAPAHOE,6263803160,877,137,1014,649,64.00%
Colorado,2018,G,ARAPAHOE,6263803163,799,92,891,618,69.36%
Colorado,2018,G,ARAPAHOE,6263803165,993,87,1080,821,76.02%
Colorado,2018,G,ARAPAHOE,6263803166,448,24,472,370,78.39%
Colorado,2018,G,ARAPAHOE,6263803167,909,93,1002,705,70.36%
Colorado,2018,G,ARAPAHOE,6263803168,916,52,968,815,84.19%
Colorado,2018,G,ARAPAHOE,6263803169,1039,66,1105,891,80.63%
Colorado,2018,G,ARAPAHOE,6263803170,1254,284,1538,894,58.13%
Colorado,2018,G,ARAPAHOE,6263803171,1461,116,1577,1263,80.09%
Colorado,2018,G,ARAPAHOE,6263803172,819,71,890,668,75.06%
Colorado,2018,G,ARAPAHOE,6263803173,860,47,907,696,76.74%
Colorado,2018,G,ARAPAHOE,6263803174,680,103,783,543,69.35%
Colorado,2018,G,ARAPAHOE,6263803175,932,133,1065,739,69.39%
Colorado,2018,G,ARAPAHOE,6263803176,1310,127,1437,1071,74.53%
Colorado,2018,G,ARAPAHOE,6264003255,1099,301,1400,817,58.36%
Colorado,2018,G,ARAPAHOE,6264003258,329,127,456,179,39.25%
Colorado,2018,G,ARAPAHOE,6264003323,38,3,41,28,68.29%
Colorado,2018,G,ARAPAHOE,6264003424,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,6264003453,555,30,585,459,78.46%
Colorado,2018,G,ARAPAHOE,6264003455,648,40,688,497,72.24%
Colorado,2018,G,ARAPAHOE,6264103401,1156,293,1449,778,53.69%
Colorado,2018,G,ARAPAHOE,6264103403,743,369,1112,516,46.40%
Colorado,2018,G,ARAPAHOE,6264103404,864,305,1169,527,45.08%
Colorado,2018,G,ARAPAHOE,6264103405,840,290,1130,513,45.40%
Colorado,2018,G,ARAPAHOE,6264103406,458,139,597,310,51.93%
Colorado,2018,G,ARAPAHOE,6264103407,1335,334,1669,990,59.32%
Colorado,2018,G,ARAPAHOE,6264103408,781,108,889,561,63.10%
Colorado,2018,G,ARAPAHOE,6264103409,1442,391,1833,974,53.14%
Colorado,2018,G,ARAPAHOE,6264103410,1162,172,1334,912,68.37%
Colorado,2018,G,ARAPAHOE,6264103411,1338,522,1860,861,46.29%
Colorado,2018,G,ARAPAHOE,6264103412,1373,447,1820,880,48.35%
Colorado,2018,G,ARAPAHOE,6264103413,1061,394,1455,696,47.84%
Colorado,2018,G,ARAPAHOE,6264103414,897,184,1081,658,60.87%
