district,counties,democrat,republican,other
1,Adams,88413,64965,9379
2,Alamosa,2904,2561,278
3,Arapahoe,144746,101122,12519
4,Archuleta,2485,3525,320
5,Baca,302,1334,92
6,Bent,627,1051,95
7,Boulder,123135,38197,7227
8,Chaffee,4861,4604,566
9,Cheyenne,117,780,36
10,Clear Creek,2645,2067,354
11,Conejos,1679,1684,84
12,Costilla,1042,452,68
13,Crowley,387,866,73
14,Custer,798,1805,117
15,Delta,4414,9317,758
16,Denver,223947,57322,12379
17,Dolores,249,770,61
18,Douglas,65305,94911,7893
19,Eagle,12022,7225,1040
20,Elbert,2999,10218,702
21,El Paso,100866,150558,14414
22,Fremont,5526,12080,1032
23,Garfield,10561,10593,1253
24,Gilpin,1669,1319,214
25,Grand,3086,3564,436
26,Gunnison,4875,2602,489
27,Hinsdale,188,291,28
28,Huerfano,1715,1569,175
29,Jackson,133,504,38
30,Jefferson,153411,121014,15931
31,Kiowa,87,590,28
32,Kit Carson,471,2247,120
33,Lake,1577,881,191
34,La Plata,14318,10438,1390
35,Larimer,88488,72491,8818
36,Las Animas,2756,3025,250
37,Lincoln,327,1538,88
38,Logan,1722,5989,359
39,Mesa,20944,39007,3502
40,Mineral,219,281,36
41,Moffat,887,3909,252
42,Montezuma,4011,6374,516
43,Montrose,5304,11866,782
44,Morgan,2707,6906,490
45,Otero,2801,4118,309
46,Ouray,1715,1179,143
47,Park,3297,5165,579
48,Phillips,375,1451,58
49,Pitkin,6533,2223,374
50,Prowers,1023,2763,132
51,Pueblo,32576,29070,2997
52,Rio Blanco,411,2216,118
53,Rio Grande,1877,2623,183
54,Routt,7045,4308,641
55,Saguache,1497,920,145
56,San Juan,243,141,29
57,San Miguel,2768,857,209
58,Sedgwick,269,787,49
59,Summit,8060,3942,836
60,Teller,3609,8137,617
61,Washington,279,1905,77
62,Weld,43136,69715,6493
63,Yuma,657,3003,143
64,Broomfield,19222,13058,1709
