district,counties,democrat,republican,other
1,Denver - Jefferson,16351,8892,1786
2,Denver,28898,10452,3227
3,Arapahoe,17960,16587,2765
4,Denver,22842,5308,2130
5,Denver,19869,5518,1982
6,Denver,26156,12551,2007
7,Denver,22375,4482,1330
8,Denver,32925,5660,2633
9,Arapahoe - Denver,21442,12054,2446
10,Boulder,30685,7486,3564
11,Boulder,19778,14777,3663
12,Boulder,24261,13152,3353
13,Boulder - Clear Creek - Gilpin - Grand - Jackson,27714,12295,4221
14,El Paso,9793,24338,2604
15,El Paso,9802,18298,2564
16,El Paso,12397,20022,2978
17,El Paso,10850,7579,1926
18,El Paso,18161,13618,3142
19,El Paso,8843,30225,3234
20,El Paso,12766,21932,2592
21,El Paso,9208,11209,2075
22,Jefferson,16245,22256,3358
23,Jefferson,19405,14924,3677
24,Jefferson,19233,14863,3662
25,Jefferson,18493,22779,3924
26,Eagle - Routt,15378,12141,2944
27,Jefferson,17703,20615,3434
28,Jefferson,17898,13986,2911
29,Jefferson,17630,14529,3476
30,Adams,13455,9355,2099
31,Adams,15942,11243,2629
32,Adams,14008,5829,1897
33,Boulder - Broomfield,19881,17462,3462
34,Adams,14885,10058,2401
35,Adams,17506,12899,2687
36,Arapahoe,16580,11314,2192
37,Arapahoe,17093,20216,2532
38,Arapahoe,19356,24762,3271
39,Douglas - Teller,12407,26294,3201
40,Arapahoe,18359,13343,2778
41,Arapahoe,18879,10932,2299
42,Arapahoe,15123,5507,1676
43,Douglas,15223,24234,2632
44,Douglas,12408,22525,2996
45,Douglas,11827,26187,3029
46,Pueblo,21492,14567,2073
47,Fremont - Otero - Pueblo,16018,16064,2303
48,Weld,12212,21371,2877
49,Larimer - Weld,17010,24656,3970
50,Weld,11195,8899,1953
51,Larimer,15938,21648,3740
52,Larimer,22144,17207,3830
53,Larimer,20860,13404,3866
54,Delta - Mesa,9234,21855,3515
55,Mesa,11820,20509,3281
56,Adams - Arapahoe,13749,19820,2915
57,Garfield - Moffat - Rio Blanco,10759,16390,2970
58,Dolores - Montezuma - Montrose - San Miguel,11427,19140,3355
59,Archuleta - Gunnison - Hinsdale - La Plata - Ouray - San Juan,17488,17437,3628
60,Chaffee - Custer - Fremont - Park,12872,19528,3190
61,Delta - Gunnison - Lake - Pitkin - Summit,18820,15401,3663
62,Alamosa - Conejos - Costilla - Huerfano - Mineral - Pueblo - Rio Grande - Saguache,19332,11776,2256
63,Weld,13894,19955,3559
64,Baca - Bent - Crowley - Elbert - Kiowa - Las Animas - Lincoln - Prowers - Washington,10006,20549,2843
65,Cheyenne - Kit Carson - Logan - Morgan - Phillips - Sedgwick - Yuma,7901,18794,2289
