district,counties,democrat,republican,other
1,Cheyenne - Elbert - Kit Carson - Lincoln - Logan - Morgan - Phillips - Sedgwick - Washington - Weld - Yuma,14285,39819,2576
2,Clear Creek - El Paso - Fremont - Park - Teller,16957,34438,3540
3,Pueblo,25912,21817,2066
4,Douglas,19021,45585,3360
5,Chaffee - Delta - Eagle - Gunnison - Hinsdale - Lake - Pitkin,24961,26658,2932
6,Archuleta - Dolores - La Plata - Montezuma - Montrose - Ouray - San Juan - San Miguel,22978,32473,2957
7,Mesa,16149,36355,3059
8,Garfield - Grand - Jackson - Moffat - Rio Blanco - Routt - Summit,22457,28096,2919
9,El Paso,16415,49350,2994
10,El Paso,16217,35338,2717
11,El Paso,17796,15396,2341
12,El Paso,14180,28839,2384
13,Weld,16705,22713,2180
14,Larimer,34819,25405,3487
15,Larimer,27029,37512,3768
16,Boulder - Denver - Gilpin - Jefferson,31080,35040,3986
17,Boulder,34070,24346,3632
18,Boulder,46814,17104,3102
19,Jefferson,27871,30831,4007
20,Jefferson,32977,35384,4430
21,Adams,19045,13342,2208
22,Jefferson,27959,28947,3348
23,Broomfield - Larimer - Weld,25851,39874,3651
24,Adams,23263,25926,2907
25,Adams,17648,19215,2350
26,Arapahoe,27296,28056,2919
27,Arapahoe,26940,35699,2799
28,Arapahoe,24941,23158,2744
29,Arapahoe,19887,17265,2043
30,Douglas,21642,40703,2695
31,Arapahoe - Denver,41788,19813,2673
32,Denver,35679,18268,2638
33,Denver,38740,8920,1958
34,Denver,30793,10062,2315
35,Alamosa - Baca - Bent - Conejos - Costilla - Crowley - Custer - Huerfano - Kiowa - Las Animas - Mineral - Otero - Prowers - Pueblo - Rio Grande - Saguache,22272,27534,2141
