district,counties,democrat,republican,other
1,Denver - Jefferson,12352,7862,1766
2,Denver,24593,8082,2172
3,Arapahoe,15254,14042,2186
4,Denver,18316,4452,1871
5,Denver,14786,4307,1665
6,Denver,23166,10692,1611
7,Denver,17086,3861,1219
8,Denver,28118,4396,1943
9,Arapahoe - Denver,18174,10016,1932
10,Boulder,26035,5516,1767
11,Boulder,17783,13019,2531
12,Boulder,22589,11597,2306
13,Boulder - Clear Creek - Gilpin - Grand - Jackson,24297,10629,2495
14,El Paso,6899,23386,1879
15,El Paso,6261,17094,2148
16,El Paso,8274,19638,2344
17,El Paso,5754,7039,1611
18,El Paso,12695,14356,2566
19,El Paso,6526,29728,2735
20,El Paso,8966,21839,2052
21,El Paso,5086,10222,1783
22,Jefferson,14737,20393,2343
23,Jefferson,17098,13477,3084
24,Jefferson,17729,13371,2965
25,Jefferson,17768,20875,2796
26,Eagle - Routt,13287,10951,1955
27,Jefferson,17134,19459,2870
28,Jefferson,15385,12631,2537
29,Jefferson,14800,13095,2812
30,Adams,9498,8271,1797
31,Adams,11259,9869,2034
32,Adams,9229,5209,1577
33,Boulder - Broomfield,17704,15845,2563
34,Adams,10247,8714,1917
35,Adams,13528,11253,2070
36,Arapahoe,11693,10009,2112
37,Arapahoe,14435,17434,2039
38,Arapahoe,18255,21864,2606
39,Douglas - Teller,11134,24482,2563
40,Arapahoe,13849,11330,2376
41,Arapahoe,14342,9551,1969
42,Arapahoe,9707,4663,1460
43,Douglas,13304,19941,1756
44,Douglas,11025,20076,2124
45,Douglas,10994,24598,2323
46,Pueblo,14720,14093,2523
47,Fremont - Otero - Pueblo,11140,15645,2592
48,Weld,9750,20075,2582
49,Larimer - Weld,15604,24345,3285
50,Weld,7119,7581,1807
51,Larimer,13159,20091,3275
52,Larimer,18976,14676,2748
53,Larimer,17950,11142,2799
54,Delta - Mesa,6871,19893,3243
55,Mesa,9309,17961,2763
56,Adams - Arapahoe,11643,19243,2537
57,Garfield - Moffat - Rio Blanco,8831,14773,2334
58,Dolores - Montezuma - Montrose - San Miguel,9084,17636,2734
59,Archuleta - Gunnison - Hinsdale - La Plata - Ouray - San Juan,15050,15520,2838
60,Chaffee - Custer - Fremont - Park,10644,18649,3063
61,Delta - Gunnison - Lake - Pitkin - Summit,16544,13901,2721
62,Alamosa - Conejos - Costilla - Huerfano - Mineral - Pueblo - Rio Grande - Saguache,13700,11555,2565
63,Weld,10265,17911,2708
64,Baca - Bent - Crowley - Elbert - Kiowa - Las Animas - Lincoln - Prowers - Washington,8132,20142,2738
65,Cheyenne - Kit Carson - Logan - Morgan - Phillips - Sedgwick - Yuma,6401,18622,2118
