district,counties,democrat,republican,other
1,Cheyenne - Elbert - Kit Carson - Lincoln - Logan - Morgan - Phillips - Sedgwick - Washington - Weld - Yuma,12633,39032,4710
2,Clear Creek - El Paso - Fremont - Park - Teller,15384,34020,5876
3,Pueblo,24263,21566,4136
4,Douglas,20167,43605,4338
5,Chaffee - Delta - Eagle - Gunnison - Hinsdale - Lake - Pitkin,24978,25264,4508
6,Archuleta - Dolores - La Plata - Montezuma - Montrose - Ouray - San Juan - San Miguel,22585,31544,5197
7,Mesa,15323,35153,5652
8,Garfield - Grand - Jackson - Moffat - Rio Blanco - Routt - Summit,22471,26895,4446
9,El Paso,14757,50512,4088
10,El Paso,14250,36457,4096
11,El Paso,15660,16551,3628
12,El Paso,12388,29736,3665
13,Weld,15474,21995,3747
14,Larimer,34410,23819,5143
15,Larimer,26310,36028,5836
16,Boulder - Denver - Gilpin - Jefferson,32685,32656,5012
17,Boulder,35809,21872,4463
18,Boulder,50535,13509,3543
19,Jefferson,29115,28591,5293
20,Jefferson,34387,32817,5732
21,Adams,18920,12308,3417
22,Jefferson,28632,27072,4807
23,Broomfield - Larimer - Weld,26235,37532,5212
24,Adams,24192,24013,4012
25,Adams,17718,17929,3610
26,Arapahoe,28596,25925,4150
27,Arapahoe,28475,33406,3834
28,Arapahoe,25464,21481,4209
29,Arapahoe,19574,16390,3448
30,Douglas,23538,38345,3303
31,Arapahoe - Denver,43186,17295,3703
32,Denver,36859,15976,3680
33,Denver,39613,7235,2807
34,Denver,31530,8359,3253
35,Alamosa - Baca - Bent - Conejos - Costilla - Crowley - Custer - Huerfano - Kiowa - Las Animas - Mineral - Otero - Prowers - Pueblo - Rio Grande - Saguache,19927,27700,4649
